"","psid","state","stateName","district","distcode","age","sex","female","rural","medwork","hhsize","comb_wt","mpce","logRsincpc"
"11067",50830130106,"09","Uttar Pradesh","54","0954",16,2,"Female","Rural",0,7,50918.3984375,785.714294433594,6.66659307479858
"11068",71476120203,"20","Jharkhand","04","2004",30,1,"Male","Urban",1,6,3476.43505859375,1250,7.13089895248413
"11071",51805220102,"09","Uttar Pradesh","46","0946",16,1,"Male","Rural",0,3,18192.265625,1666.66662597656,7.41858100891113
"11072",57724210105,"09","Uttar Pradesh","46","0946",16,2,"Female","Rural",0,6,8296.724609375,1333.33337402344,7.19543743133545
"11074",54096110106,"19","West Bengal","08","1908",19,1,"Male","Rural",1,6,4737.09521484375,2000,7.60090255737305
"11078",51104110104,"28","Andhra Pradesh","12","2812",20,2,"Female","Rural",0,5,3743.40991210938,900,6.80239486694336
"11087",54012120104,"11","Sikkim","02","1102",17,2,"Female","Rural",0,8,128.639999389648,937.5,6.84321689605713
"11089",54618120303,"08","Rajasthan","28","0828",19,1,"Male","Rural",0,6,973.155029296875,833.333312988281,6.72543382644653
"11094",70495240101,"09","Uttar Pradesh","15","0915",30,2,"Female","Urban",0,5,32700.865234375,840,6.73340177536011
"11096",73487130105,"01","Jammu & Kashmir","08","0108",17,2,"Female","Urban",0,7,1043.31994628906,1000,6.90775537490845
"11099",51750220203,"15","Mizoram","01","1501",24,2,"Female","Rural",1,4,802.880004882812,3250,8.08641052246094
"11102",54675120406,"02","Himachal Pradesh","02","0202",25,2,"Female","Rural",1,9,2405.71508789062,947.111083984375,6.85341644287109
"11106",55048120403,"24","Gujarat","09","2409",19,1,"Male","Rural",1,4,8650.6904296875,3375,8.12415027618408
"11109",50293110102,"09","Uttar Pradesh","01","0901",29,1,"Male","Rural",1,5,4842.85986328125,1400,7.24422740936279
"11110",52789110105,"06","Haryana","17","0617",17,1,"Male","Rural",1,14,6156.43017578125,1785.71423339844,7.48757362365723
"11113",56951210102,"09","Uttar Pradesh","25","0925",28,2,"Female","Rural",0,6,27875.41015625,1333.33337402344,7.19543743133545
"11126",79240130203,"06","Haryana","13","0613",24,1,"Male","Urban",1,4,778.289978027344,3750,8.22951126098633
"11132",53374220206,"08","Rajasthan","18","0818",16,2,"Female","Rural",0,8,7996.64013671875,1500,7.31322050094604
"11135",57446110206,"10","Bihar","16","1016",29,2,"Female","Rural",0,6,12939.2001953125,1000,6.90775537490845
"11136",54555120102,"27","Maharashtra","19","2719",30,2,"Female","Rural",1,8,2523.15502929688,1125,7.02553844451904
"11138",71032130201,"07","Delhi","03","0703",24,1,"Male","Urban",1,1,22772.58984375,4000,8.29404926300049
"11142",54706220104,"22","Chhattisgarh","09","2209",21,1,"Male","Rural",0,5,7133.28515625,1740,7.46164035797119
"11148",58505210104,"25","Daman & Diu","02","2502",21,1,"Male","Rural",0,4,3255.19506835938,4100,8.31874179840088
"11153",54405220101,"32","Kerala","05","3205",21,1,"Male","Rural",0,1,15325.955078125,4000,8.29404926300049
"11154",51811130101,"06","Haryana","11","0611",27,1,"Male","Rural",1,3,8928.6953125,1166.66662597656,7.06190586090088
"11164",53180110107,"24","Gujarat","02","2402",20,2,"Female","Rural",0,7,2703.47998046875,1428.57141113281,7.26443004608154
"11165",52671120104,"06","Haryana","08","0608",22,2,"Female","Rural",0,4,1146.92004394531,1625,7.39326286315918
"11167",75629140202,"06","Haryana","07","0607",26,2,"Female","Urban",0,4,550.315002441406,3100,8.03915691375732
"11168",56493110109,"24","Gujarat","04","2404",23,2,"Female","Rural",0,9,24255.994140625,2222.22216796875,7.70626306533813
"11170",56419120203,"21","Odisha","18","2118",30,2,"Female","Rural",0,5,4121.06494140625,1000,6.90775537490845
"11180",52797110103,"28","Andhra Pradesh","06","2806",22,1,"Male","Rural",0,4,2880.23999023438,3750,8.22951126098633
"11183",73870120103,"08","Rajasthan","12","0812",22,1,"Male","Urban",1,7,3716.9951171875,2857.14282226562,7.95757722854614
"11185",55258110103,"19","West Bengal","09","1909",28,1,"Male","Rural",1,5,28758.115234375,1200,7.09007692337036
"11186",56246110103,"09","Uttar Pradesh","07","0907",24,1,"Male","Rural",1,7,30118.7109375,1000,6.90775537490845
"11187",52263110102,"21","Odisha","10","2110",19,1,"Male","Rural",0,4,15060.9345703125,1250,7.13089895248413
"11196",52055120204,"06","Haryana","17","0617",25,2,"Female","Rural",0,8,832.445007324219,1857.125,7.52678489685059
"11205",70398120101,"29","Karnataka","18","2918",27,1,"Male","Urban",1,2,11682.8349609375,5000,8.51719284057617
"11206",75943110106,"27","Maharashtra","21","2721",30,1,"Male","Urban",0,8,7694.64501953125,1875,7.53636407852173
"11219",73694110107,"06","Haryana","09","0609",25,1,"Male","Urban",1,8,3912.10498046875,2500,7.82404613494873
"11224",52678120403,"29","Karnataka","20","2920",22,2,"Female","Rural",0,4,6344.55517578125,2550,7.84384870529175
"11225",57901130203,"12","Arunachal Pradesh","10","1210",20,1,"Male","Rural",0,4,913.27001953125,1000,6.90775537490845
"11226",72914110103,"33","Tamil Nadu","26","3326",16,2,"Female","Urban",0,5,6423.27001953125,5000,8.51719284057617
"11228",77356140102,"19","West Bengal","08","1908",21,2,"Female","Urban",0,4,11774.669921875,1750,7.46737098693848
"11229",58572110111,"32","Kerala","04","3204",16,1,"Male","Rural",0,13,8712.5498046875,672.692321777344,6.51128816604614
"11232",70531130203,"01","Jammu & Kashmir","12","0112",21,1,"Male","Urban",0,5,738.039978027344,2000,7.60090255737305
"11236",52277110204,"20","Jharkhand","04","2004",19,2,"Female","Rural",0,6,3214.67504882812,833.333312988281,6.72543382644653
"11238",70371110109,"09","Uttar Pradesh","35","0935",21,2,"Female","Urban",0,11,10594.4052734375,1409.09094238281,7.25069999694824
"11240",52130130102,"01","Jammu & Kashmir","07","0107",21,2,"Female","Rural",0,3,1380.17004394531,2000,7.60090255737305
"11242",59153110103,"01","Jammu & Kashmir","21","0121",17,2,"Female","Rural",0,4,1618.07995605469,4000,8.29404926300049
"11248",74071110203,"29","Karnataka","18","2918",18,1,"Male","Urban",0,5,6983.55517578125,3000,8.00636768341064
"11249",55026220201,"19","West Bengal","07","1907",24,1,"Male","Rural",1,3,14621.5400390625,2000,7.60090255737305
"11252",77215120206,"27","Maharashtra","21","2721",23,1,"Male","Urban",1,8,1384.3349609375,1250,7.13089895248413
"11253",59243120101,"20","Jharkhand","08","2008",28,1,"Male","Rural",1,2,2304.330078125,1250,7.13089895248413
"11260",70253120202,"08","Rajasthan","28","0828",30,2,"Female","Urban",1,3,4521.875,3333.33325195312,8.11172771453857
"11268",58513110103,"18","Assam","24","1824",16,1,"Male","Rural",0,3,3464.69506835938,1333.33337402344,7.19543743133545
"11269",51455220103,"21","Odisha","12","2112",21,1,"Male","Rural",0,5,7080.43017578125,1000,6.90775537490845
"11276",79111110105,"10","Bihar","28","1028",18,1,"Male","Urban",1,7,6363.830078125,2142.85717773438,7.66989517211914
"11278",77774130201,"36","Telangana","05","3605",26,2,"Female","Urban",1,1,41092.4765625,8000,8.98719692230225
"11279",55610120201,"03","Punjab","19","0319",28,1,"Male","Rural",1,3,2532.6298828125,4666.66650390625,8.44820022583008
"11281",73691140201,"27","Maharashtra","21","2721",23,1,"Male","Urban",1,1,5684.85009765625,20000,9.90348720550537
"11290",59211120301,"12","Arunachal Pradesh","01","1201",30,1,"Male","Rural",1,4,357.299987792969,1000,6.90775537490845
"11292",52512210108,"18","Assam","06","1806",19,1,"Male","Rural",1,10,4571.509765625,2500,7.82404613494873
"11293",77346130104,"33","Tamil Nadu","02","3302",16,1,"Male","Urban",0,4,11122.0849609375,3250,8.08641052246094
"11295",53581220101,"18","Assam","22","1822",28,1,"Male","Rural",1,3,7825.27978515625,2000,7.60090255737305
"11296",53427120104,"14","Manipur","04","1404",25,2,"Female","Rural",1,6,26.3400001525879,1666.66662597656,7.41858100891113
"11298",72050110204,"27","Maharashtra","19","2719",24,2,"Female","Urban",0,6,14090.3154296875,5833.33349609375,8.67134380340576
"11299",57558110106,"27","Maharashtra","13","2713",25,2,"Female","Rural",1,6,6544.27001953125,3600,8.18868923187256
"11305",51995210102,"33","Tamil Nadu","29","3329",25,2,"Female","Rural",1,4,13663.1904296875,1250,7.13089895248413
"11308",55221220103,"33","Tamil Nadu","06","3306",19,1,"Male","Rural",0,5,7804.4501953125,1700,7.43838357925415
"11315",57848210102,"23","Madhya Pradesh","19","2319",24,2,"Female","Rural",0,3,14405.8203125,1500,7.31322050094604
"11319",77534110107,"28","Andhra Pradesh","03","2803",21,1,"Male","Urban",0,8,2622.60498046875,1000,6.90775537490845
"11322",70323110104,"14","Manipur","06","1406",30,2,"Female","Urban",0,7,339.334991455078,714.285705566406,6.57128286361694
"11324",56489120102,"09","Uttar Pradesh","19","0919",24,2,"Female","Rural",0,3,1889.9150390625,2000,7.60090255737305
"11325",53557130102,"09","Uttar Pradesh","45","0945",22,2,"Female","Rural",0,4,34074.60546875,2000,7.60090255737305
"11329",77305120102,"36","Telangana","06","3606",26,2,"Female","Urban",0,3,9641.134765625,3333.33325195312,8.11172771453857
"11330",71337120108,"20","Jharkhand","10","2010",25,1,"Male","Urban",1,8,6344.97021484375,1556.25,7.35003423690796
"11340",57842110104,"06","Haryana","10","0610",16,1,"Male","Rural",0,4,1363.14501953125,5625,8.63497638702393
"11341",57732220104,"10","Bihar","17","1017",22,1,"Male","Rural",0,4,20684.51953125,1000,6.90775537490845
"11342",50182110103,"03","Punjab","09","0309",18,1,"Male","Rural",0,4,5166.10009765625,1550,7.34601020812988
"11344",56006110203,"14","Manipur","09","1409",17,1,"Male","Rural",0,6,2599.875,1250,7.13089895248413
"11345",53182210101,"30","Goa","02","3002",30,1,"Male","Rural",1,2,12957.419921875,7150,8.87486743927002
"11348",50116210104,"09","Uttar Pradesh","01","0901",22,1,"Male","Rural",1,9,11672.8095703125,1777.77783203125,7.48311948776245
"11349",53863120104,"14","Manipur","02","1402",28,2,"Female","Rural",1,6,1131.2900390625,750,6.62007331848145
"11351",57538110111,"08","Rajasthan","25","0825",18,1,"Male","Rural",0,13,13869.89453125,1153.84619140625,7.05085611343384
"11352",74745140201,"08","Rajasthan","15","0815",27,1,"Male","Urban",1,6,13136.7998046875,1166.66662597656,7.06190586090088
"11359",74136110108,"32","Kerala","14","3214",26,2,"Female","Urban",0,14,11528.0400390625,2142.85717773438,7.66989517211914
"11365",77775120202,"14","Manipur","06","1406",18,2,"Female","Urban",0,2,436.015014648438,3000,8.00636768341064
"11367",79522110203,"36","Telangana","05","3605",29,1,"Male","Urban",1,5,8469.5546875,1800,7.49554204940796
"11371",71572140101,"03","Punjab","07","0307",30,1,"Male","Urban",1,3,22777.33984375,1500,7.31322050094604
"11373",73965110204,"20","Jharkhand","19","2019",18,2,"Female","Urban",0,5,16208.01953125,2000,7.60090255737305
"11382",52650110103,"33","Tamil Nadu","06","3306",25,1,"Male","Rural",0,4,6932.4599609375,2125,7.66152715682983
"11386",77261110204,"07","Delhi","01","0701",21,2,"Female","Urban",0,5,31224.23046875,6000,8.69951438903809
"11388",70840120201,"28","Andhra Pradesh","06","2806",28,1,"Male","Urban",1,1,15947.9052734375,12000,9.39266204833984
"11390",59176110103,"27","Maharashtra","21","2721",18,1,"Male","Rural",0,4,17142.484375,2000,7.60090255737305
"11391",56128110105,"27","Maharashtra","30","2730",24,2,"Female","Rural",0,5,1229.55505371094,2000,7.60090255737305
"11393",70723140205,"07","Delhi","01","0701",18,1,"Male","Urban",0,5,12533.509765625,3000,8.00636768341064
"11394",50165230105,"23","Madhya Pradesh","49","2349",17,1,"Male","Rural",0,6,104305.703125,750,6.62007331848145
"11396",71410110111,"03","Punjab","19","0319",30,2,"Female","Urban",0,11,2849.19506835938,2045.45458984375,7.623375415802
"11397",57701210105,"28","Andhra Pradesh","04","2804",22,2,"Female","Rural",0,5,915.409973144531,600,6.39692974090576
"11400",53337210108,"14","Manipur","07","1407",29,2,"Female","Rural",0,8,5825.31982421875,1000,6.90775537490845
"11402",55239210105,"26","D & N Haveli","01","2601",16,2,"Female","Rural",0,5,2243.64990234375,1300,7.17011976242065
"11403",52588120204,"09","Uttar Pradesh","50","0950",18,1,"Male","Rural",0,6,2851.35009765625,666.666687011719,6.50229024887085
"11406",74761140102,"03","Punjab","19","0319",28,2,"Female","Urban",0,5,3707.14501953125,1400,7.24422740936279
"11416",56639110104,"15","Mizoram","06","1506",17,2,"Female","Rural",0,4,438.114990234375,750,6.62007331848145
"11417",71019240102,"35","A & N Island","03","3503",29,2,"Female","Urban",0,4,1171.86499023438,3000,8.00636768341064
"11418",73799110104,"19","West Bengal","15","1915",23,2,"Female","Urban",0,5,2989.71997070312,2400,7.78322410583496
"11421",50389120102,"09","Uttar Pradesh","11","0911",28,2,"Female","Rural",0,4,913.034973144531,2100,7.64969253540039
"11423",53965120402,"33","Tamil Nadu","19","3319",22,1,"Male","Rural",0,4,7281.85986328125,2292.5,7.73739814758301
"11426",56608210104,"09","Uttar Pradesh","18","0918",16,2,"Female","Rural",0,5,14263.73046875,600,6.39692974090576
"11427",74151130205,"23","Madhya Pradesh","32","2332",19,2,"Female","Urban",0,5,17563.125,1600,7.37775897979736
"11429",73803140102,"08","Rajasthan","12","0812",16,1,"Male","Urban",0,4,6706.35009765625,2225,7.70751237869263
"11430",53773220201,"04","Chandigarh","01","0401",25,1,"Male","Rural",1,3,521.119995117188,1666.66662597656,7.41858100891113
"11432",71991230107,"03","Punjab","09","0309",23,1,"Male","Urban",1,7,5433.580078125,2214.28564453125,7.70268535614014
"11437",77010130102,"17","Meghalaya","03","1703",16,1,"Male","Urban",0,5,1324.53002929688,2000,7.60090255737305
"11438",57315110104,"21","Odisha","01","2101",23,2,"Female","Rural",0,6,5432.60498046875,1083.33337402344,6.98779821395874
"11439",54029220103,"21","Odisha","16","2116",20,2,"Female","Rural",0,3,6447.35009765625,1333.33337402344,7.19543743133545
"11444",72215220104,"19","West Bengal","17","1917",29,2,"Female","Urban",0,5,3911.73510742188,2100,7.64969253540039
"11445",51910120204,"21","Odisha","14","2114",20,2,"Female","Rural",0,4,1802.95495605469,1000,6.90775537490845
"11446",54585120301,"09","Uttar Pradesh","22","0922",26,1,"Male","Rural",1,4,12140.455078125,1250,7.13089895248413
"11448",53005210105,"01","Jammu & Kashmir","15","0115",19,2,"Female","Rural",0,6,4116.705078125,1083.33337402344,6.98779821395874
"11449",57115110203,"23","Madhya Pradesh","29","2329",20,1,"Male","Rural",1,5,6551.2451171875,1400,7.24422740936279
"11450",77110110104,"33","Tamil Nadu","11","3311",27,2,"Female","Urban",0,5,373.390014648438,2251.19995117188,7.71921873092651
"11453",54297130102,"33","Tamil Nadu","21","3321",28,2,"Female","Rural",1,4,42064.28515625,2200,7.69621276855469
"11457",70362130103,"33","Tamil Nadu","11","3311",20,1,"Male","Urban",1,5,7325.14501953125,2509.19995117188,7.82771921157837
"11459",70411110204,"33","Tamil Nadu","26","3326",17,2,"Female","Urban",0,5,5202.59521484375,4000,8.29404926300049
"11461",73098140202,"03","Punjab","03","0303",29,2,"Female","Urban",0,4,15645.759765625,2000,7.60090255737305
"11464",50225120103,"19","West Bengal","18","1918",20,2,"Female","Rural",0,4,11502.2900390625,875,6.77422380447388
"11475",57720220105,"10","Bihar","17","1017",18,2,"Female","Rural",0,6,15485.775390625,1000,6.90775537490845
"11482",71434120202,"01","Jammu & Kashmir","10","0110",18,1,"Male","Urban",0,2,449.135009765625,4570,8.42726802825928
"11484",52653120105,"06","Haryana","04","0604",19,1,"Male","Rural",1,6,2029.69995117188,1250,7.13089895248413
"11485",57911120103,"23","Madhya Pradesh","02","2302",25,1,"Male","Rural",1,8,6282.26513671875,500,6.21460819244385
"11488",77991110204,"22","Chhattisgarh","11","2211",16,1,"Male","Urban",0,5,2669.34497070312,1200,7.09007692337036
"11490",50569120205,"28","Andhra Pradesh","08","2808",27,1,"Male","Rural",1,5,1316.40502929688,2000,7.60090255737305
"11491",70096130206,"13","Nagaland","09","1309",18,2,"Female","Urban",0,6,994.335021972656,1666.66662597656,7.41858100891113
"11493",56015210104,"09","Uttar Pradesh","21","0921",26,2,"Female","Rural",0,11,29802.39453125,1090.90905761719,6.99476671218872
"11494",75386130104,"01","Jammu & Kashmir","10","0110",19,2,"Female","Urban",0,6,531.869995117188,2125,7.66152715682983
"11495",79860110106,"28","Andhra Pradesh","06","2806",26,2,"Female","Urban",1,6,6564.2548828125,3166.66674804688,8.06043434143066
"11497",57169220102,"27","Maharashtra","32","2732",20,1,"Male","Rural",1,3,9071.474609375,1500,7.31322050094604
"11499",55873120203,"28","Andhra Pradesh","06","2806",19,1,"Male","Rural",0,4,1155.83996582031,2250,7.71868562698364
"11500",71239130207,"08","Rajasthan","18","0818",20,2,"Female","Urban",0,8,8188.56494140625,1250,7.13089895248413
"11506",56644130105,"05","Uttrakhand","13","0513",17,2,"Female","Rural",0,7,826.465026855469,1714.28576660156,7.44675159454346
"11511",74939110203,"19","West Bengal","11","1911",20,1,"Male","Urban",0,3,4953.27490234375,8333.3330078125,9.02801895141602
"11517",71574110103,"28","Andhra Pradesh","09","2809",27,1,"Male","Urban",1,4,1341.26000976562,2875,7.96380805969238
"11520",53230210102,"09","Uttar Pradesh","27","0927",23,1,"Male","Rural",1,3,30348.150390625,1666.66662597656,7.41858100891113
"11527",75993140101,"09","Uttar Pradesh","46","0946",21,1,"Male","Urban",1,1,179.475006103516,5500,8.61250305175781
"11534",74048110103,"09","Uttar Pradesh","27","0927",25,1,"Male","Urban",0,4,1838.21997070312,2125,7.66152715682983
"11537",72785140105,"24","Gujarat","23","2423",17,1,"Male","Urban",0,6,33747.68359375,1666.66662597656,7.41858100891113
"11538",72500140102,"36","Telangana","03","3603",30,2,"Female","Urban",1,5,7819.05517578125,1600,7.37775897979736
"11539",51025120203,"20","Jharkhand","11","2011",17,2,"Female","Rural",0,6,2668.59497070312,700,6.55108022689819
"11540",54421210104,"23","Madhya Pradesh","40","2340",25,2,"Female","Rural",0,6,40023.76953125,1250,7.13089895248413
"11546",75446130202,"01","Jammu & Kashmir","21","0121",16,2,"Female","Urban",0,4,676.794982910156,3000,8.00636768341064
"11551",71494120204,"13","Nagaland","08","1308",23,1,"Male","Urban",0,4,461.434997558594,1250,7.13089895248413
"11554",59661220102,"33","Tamil Nadu","17","3317",27,2,"Female","Rural",0,5,14522.0947265625,1705.59997558594,7.44167232513428
"11556",55143120303,"22","Chhattisgarh","15","2215",18,1,"Male","Rural",0,3,2622.455078125,666.666687011719,6.50229024887085
"11557",74720140104,"03","Punjab","06","0306",16,1,"Male","Urban",1,6,3044.13989257812,2500,7.82404613494873
"11562",74728110203,"33","Tamil Nadu","04","3304",26,1,"Male","Urban",1,4,10438.169921875,5150,8.54675197601318
"11569",77388130103,"14","Manipur","06","1406",30,2,"Female","Urban",1,4,264.390014648438,2500,7.82404613494873
"11570",79597110203,"14","Manipur","06","1406",17,2,"Female","Urban",0,5,514.309997558594,1600,7.37775897979736
"11576",52166110105,"24","Gujarat","23","2423",25,1,"Male","Rural",1,9,13560.400390625,722.222229003906,6.58233308792114
"11580",51975120201,"36","Telangana","09","3609",30,1,"Male","Rural",1,4,1377.5849609375,800,6.68461179733276
"11583",53036210108,"09","Uttar Pradesh","02","0902",17,2,"Female","Rural",0,8,17947.544921875,937.5,6.84321689605713
